sr_no,district,longitude,latitude,landuse_landcover,geomorphology,length_m,area_sqm,toposheet,object_id,coord_flag,area_ha,log_area,aspect_ratio,size_class,veg_density,geom_class
30,Bilaspur,76.7179,31.4019,Moderate Vegetation,Lowly Dissected Hill,140.335522,1166.666643,53A11,4113,0,0.1166666643,7.062762714261035,4.108603426385092,medium,2,1
31,Bilaspur,76.7139,31.409,Moderate Vegetation,Lowly Dissected Hill,172.661869,1881.371919,53A11,4114,0,0.1881371919,7.540287919643575,3.9806968844790034,medium,2,1
32,Bilaspur,76.3416,31.5868,Moderate Vegetation,Lowly Dissected Hill,77.869873,384.175499,53A06,4115,0,0.0384175499,5.953699071982025,3.972872561783139,small,2,1
33,Bilaspur,76.34,31.5874,Moderate Vegetation,Lowly Dissected Hill,113.67996,758.264207,53A06,4116,0,0.07582642070000001,6.632349815637523,4.128322666443341,medium,2,1
34,Bilaspur,76.5416,31.3045,Sparsely Vegetated,Lowly Dissected Hill,149.839806,1457.614071,53A11,4124,0,0.1457614071,7.285241997425307,3.924695126423825,medium,1,1
35,Bilaspur,76.6725,31.409,Sparsely Vegetated,Lowly Dissected Hill,77.641276,339.121941,53A11,4125,0,0.0339121941,5.829304203310669,4.216137049299598,small,1,1
36,Bilaspur,76.6696,31.4089,Sparsely Vegetated,Lowly Dissected Hill,78.610828,341.029324,53A11,4126,0,0.0341029324,5.8348964760769695,4.25683197975867,small,1,1
37,Bilaspur,76.669,31.4082,Sparsely Vegetated,Lowly Dissected Hill,60.031971,209.359584,53A11,4127,0,0.020935958400000003,5.348818371156914,4.148930684693447,small,1,1
38,Bilaspur,76.6686,31.4073,Sparsely Vegetated,Lowly Dissected Hill,96.766218,567.466685,53A11,4128,0,0.0567466685,6.3429427098903375,4.062127797475458,medium,1,1
39,Bilaspur,76.6682,31.4095,Sparsely Vegetated,Lowly Dissected Hill,62.756853,274.171156,53A11,4129,0,0.0274171156,5.617393289519615,3.790096570267751,small,1,1
40,Bilaspur,76.6676,31.4144,Sparsely Vegetated,Lowly Dissected Hill,55.019794,193.709653,53A11,4130,0,0.0193709653,5.271509489988404,3.9531503160708867,small,1,1
41,Bilaspur,76.5357,31.3039,,Lowly Dissected Hill,321.652679,5755.01254,53A11,4131,0,0.575501254,8.658000246601132,4.239982223596479,large,-1,1
42,Bilaspur,76.582,31.3269,Moderate Vegetation,Lowly Dissected Hill,195.756974,2276.58083,53A11,4132,0,0.22765808299999998,7.730869119173928,4.10275615631219,large,2,1
43,Bilaspur,76.5498,31.3018,Moderate Vegetation,Lowly Dissected Hill,162.568798,1694.812414,53A11,4133,0,0.1694812414,7.435917205281839,3.9489021861967477,medium,2,1
44,Bilaspur,76.5483,31.3012,Moderate Vegetation,Lowly Dissected Hill,64.146537,279.484249,53A11,4134,0,0.027948424899999998,5.6365175700884125,3.8370242771034206,small,2,1
45,Bilaspur,76.5854,31.3172,Sparsely Vegetated,Lowly Dissected Hill,112.739051,763.435641,53A11,4135,0,0.0763435641,6.639137837391138,4.0802630191446205,medium,1,1
46,Bilaspur,76.5918,31.3178,Sparsely Vegetated,Lowly Dissected Hill,229.098137,3285.323905,53A11,4136,0,0.3285323905,8.09752486495059,3.9969844686444214,large,1,1
47,Bilaspur,76.5928,31.3189,Sparsely Vegetated,Lowly Dissected Hill,158.612661,1485.452758,53A11,4137,0,0.1485452758,7.304147861240232,4.1153656565898205,medium,1,1
48,Bilaspur,76.6018,31.3074,Sparsely Vegetated,Lowly Dissected Hill,143.087027,1275.176272,53A11,4138,0,0.12751762719999998,7.15162359856433,4.006961307083153,medium,1,1
49,Bilaspur,76.6092,31.2959,Sparsely Vegetated,Lowly Dissected Hill,192.658246,2189.675644,53A11,4139,0,0.21896756439999998,7.691965288472131,4.117159653519421,large,1,1
50,Bilaspur,76.6078,31.307,Sparsely Vegetated,Lowly Dissected Hill,193.926251,2344.540871,53A11,4140,0,0.2344540871,7.76027130289915,4.005047744839005,large,1,1
51,Bilaspur,76.5508,31.3014,Sparsely Vegetated,Lowly Dissected Hill,246.440802,4408.582901,53A11,4141,0,0.4408582901,8.391535383695787,3.711616592397602,large,1,1
52,Bilaspur,76.5616,31.2915,Sparsely Vegetated,Lowly Dissected Hill,153.580246,1581.013398,53A11,4142,0,0.15810133980000002,7.366453617318286,3.862491918383372,medium,1,1
53,Bilaspur,76.6736,31.4094,Sparsely Vegetated,Lowly Dissected Hill,137.160157,1168.439865,53A11,4157,0,0.11684398650000001,7.064280165292207,4.012590038165848,medium,1,1
54,Bilaspur,76.6761,31.4124,Sparsely Vegetated,Lowly Dissected Hill,53.968959,200.107388,53A11,4158,0,0.020010738799999997,5.303839034045107,3.8151575703489815,small,1,1
55,Bilaspur,76.7276,31.4649,Thick Vegetation,Moderately Dissected Hill,113.822018,775.055143,53A11,4159,0,0.07750551430000001,6.6542235782255466,4.088462134968156,medium,3,2
56,Bilaspur,76.4036,31.4301,Moderate Vegetation,Moderately Dissected Hill,365.032358,8927.1653,53A07,4160,0,0.8927165300000001,9.096966199234641,3.863443590927933,large,2,2
57,Bilaspur,76.407,31.4303,Moderate Vegetation,Moderately Dissected Hill,364.053907,8222.289258,53A07,4161,0,0.8222289258000001,9.014725561051712,4.014849968349151,large,2,2
58,Bilaspur,76.4175,31.4145,Moderate Vegetation,Moderately Dissected Hill,315.996595,6909.759011,53A07,4162,0,0.6909759011,8.840834753131796,3.8014646163662746,large,2,2
59,Bilaspur,76.3914,31.4269,Moderate Vegetation,Moderately Dissected Hill,139.022991,1217.512312,53A07,4163,0,0.1217512312,7.105385977240721,3.984280877489772,medium,2,2
60,Bilaspur,76.3912,31.4278,Moderate Vegetation,Moderately Dissected Hill,187.662879,2132.813889,53A07,4164,0,0.2132813889,7.665666215781074,4.063515255863518,large,2,2
61,Bilaspur,76.3914,31.4324,Moderate Vegetation,Moderately Dissected Hill,279.81979,4836.167194,53A07,4165,0,0.48361671939999995,8.484084537865465,4.023720197116694,large,2,2
62,Bilaspur,76.3963,31.4286,Moderate Vegetation,Moderately Dissected Hill,296.832914,5766.204314,53A07,4166,0,0.5766204314,8.659942721113394,3.9090123471435634,large,2,2
63,Bilaspur,76.4081,31.4144,Moderate Vegetation,Moderately Dissected Hill,151.881632,1508.196281,53A07,4167,0,0.1508196281,7.319332523867665,3.910896496370035,medium,2,2
64,Bilaspur,76.4099,31.4143,Moderate Vegetation,Moderately Dissected Hill,176.484782,2016.147867,53A07,4168,0,0.2016147867,7.609439845629062,3.9304843598932466,large,2,2
65,Bilaspur,76.4129,31.4129,Moderate Vegetation,Moderately Dissected Hill,292.349625,6220.63707,53A07,4169,0,0.622063707,8.735788345637381,3.7066801222561034,large,2,2
66,Bilaspur,76.4113,31.4212,Moderate Vegetation,Moderately Dissected Hill,109.02414,752.097913,53A07,4170,0,0.0752097913,6.624195249891144,3.9754425137851106,medium,2,2
67,Bilaspur,76.4108,31.4212,Moderate Vegetation,Moderately Dissected Hill,58.362413,214.292294,53A07,4171,0,0.0214292294,5.371996611811518,3.986850608972072,small,2,2
68,Bilaspur,76.4108,31.4233,Moderate Vegetation,Moderately Dissected Hill,92.298169,520.521385,53A07,4172,0,0.0520521385,6.2567502803114845,4.045514827621886,medium,2,2
69,Bilaspur,76.4102,31.4235,Moderate Vegetation,Moderately Dissected Hill,103.312556,704.771596,53A07,4173,0,0.0704771596,6.559291666736272,3.8916064094668505,medium,2,2
70,Bilaspur,76.4106,31.4255,Moderate Vegetation,Moderately Dissected Hill,177.671011,2084.880289,53A07,4174,0,0.2084880289,7.642946246090388,3.891132431409606,large,2,2
71,Bilaspur,76.4106,31.4238,Moderate Vegetation,Moderately Dissected Hill,38.102224,94.058258,53A07,4175,0,0.0094058258,4.554489945749702,3.9287270792556703,small,2,2
72,Bilaspur,76.4117,31.4246,Moderate Vegetation,Moderately Dissected Hill,93.76144,564.062943,53A07,4176,0,0.0564062943,6.336937128481351,3.9478485549947333,medium,2,2
73,Bilaspur,76.4123,31.4247,Moderate Vegetation,Moderately Dissected Hill,87.153708,510.039681,53A07,4177,0,0.0510039681,6.23644724080917,3.8590809300624547,medium,2,2
74,Bilaspur,76.7134,31.4622,Thick Vegetation,Lowly Dissected Hill,129.117835,1044.471105,53A11,4178,0,0.10444711050000001,6.9522228809927435,3.995195358217649,medium,3,1
75,Bilaspur,76.4019,31.4129,Moderate Vegetation,Moderately Dissected Hill,376.024224,8819.14591,53A07,4179,0,0.8819145909999999,9.084793691947901,4.004078283121686,large,2,2
76,Bilaspur,76.4046,31.4067,Moderate Vegetation,Moderately Dissected Hill,255.73383,4201.978473,53A07,4180,0,0.42019784730000004,8.34354871317425,3.9451295699365474,large,2,2
77,Bilaspur,76.7494,31.4496,Thick Vegetation,Moderately Dissected Hill,111.420491,824.52135,53A11,4182,0,0.082452135,6.716015126139003,3.8802893797321505,medium,3,2
78,Bilaspur,76.7491,31.4488,Thick Vegetation,Moderately Dissected Hill,142.998982,1214.187886,53A11,4183,0,0.1214187886,7.1026539825024475,4.103836010028056,medium,3,2
79,Bilaspur,76.7479,31.4423,Thick Vegetation,Moderately Dissected Hill,103.890468,653.369321,53A11,4184,0,0.0653369321,6.483671903077115,4.0643989782344,medium,3,2
80,Bilaspur,76.692,31.4607,Sparsely Vegetated,Lowly Dissected Hill,158.360386,1587.2746,53A11,4185,0,0.15872746,7.370403548772168,3.9748479329070974,medium,1,1
81,Bilaspur,76.6783,31.4789,Sparsely Vegetated,Lowly Dissected Hill,75.606608,300.741879,53A11,4186,0,0.030074187899999997,5.709571946608023,4.359762183370804,small,1,1
82,Bilaspur,76.64,31.4752,Sparsely Vegetated,Lowly Dissected Hill,57.391252,203.361077,53A11,4187,0,0.020336107699999998,5.319888414560278,4.024498616582597,small,1,1
83,Bilaspur,76.6381,31.4773,Sparsely Vegetated,Lowly Dissected Hill,115.386203,859.419296,53A11,4188,0,0.08594192960000001,6.757419823920341,3.935965944678654,medium,1,1
84,Bilaspur,76.6378,31.4778,Sparsely Vegetated,Lowly Dissected Hill,110.901811,822.395049,53A11,4189,0,0.0822395049,6.713436096444275,3.8672156855264204,medium,1,1
85,Bilaspur,76.6237,31.4881,Sparsely Vegetated,Lowly Dissected Hill,93.941716,587.474469,53A11,4190,0,0.0587474469,6.377533542581684,3.87582348848325,medium,1,1
86,Bilaspur,76.623,31.4905,Sparsely Vegetated,Lowly Dissected Hill,71.234715,345.309446,53A11,4191,0,0.034530944599999995,5.847332727963887,3.8334293332607,small,1,1
87,Bilaspur,76.7368,31.3231,Thick Vegetation,Moderately Dissected Hill,353.156124,2135.406531,53A11,4192,0,0.2135406531,7.666880505472738,7.642341816434313,large,3,2
88,Bilaspur,76.7328,31.3089,Thick Vegetation,Moderately Dissected Hill,103.797336,656.425962,53A11,4193,0,0.0656425962,6.488332152388271,4.05129000597068,medium,3,2
89,Bilaspur,76.8608,31.3431,Thick Vegetation,Moderately Dissected Hill,86.966386,419.955601,53A11,4194,0,0.0419955601,6.042527367313398,4.243749435419894,small,3,2
90,Bilaspur,76.7473,31.4831,Moderate Vegetation,Moderately Dissected Hill,126.940833,951.829333,53A11,4195,0,0.09518293330000001,6.859435803671322,4.114544859065556,medium,2,2
91,Bilaspur,76.749,31.4825,Moderate Vegetation,Moderately Dissected Hill,124.802277,1025.778947,53A11,4196,0,0.1025778947,6.934181945280748,3.8966878588238014,medium,2,2
92,Bilaspur,76.7501,31.4817,Moderate Vegetation,Moderately Dissected Hill,124.283089,988.703878,53A11,4197,0,0.0988703878,6.897405785254067,3.952564085055769,medium,2,2
93,Bilaspur,76.747,31.4339,Moderate Vegetation,Lowly Dissected Hill,91.723064,369.181161,53A11,4198,0,0.036918116099999995,5.913992510135717,4.773740292594032,small,2,1
94,Bilaspur,76.7212,31.4362,Moderate Vegetation,Lowly Dissected Hill,105.819403,691.729708,53A11,4199,0,0.0691729708,6.540639891361707,4.0234359593876885,medium,2,1
95,Bilaspur,76.7211,31.2535,Sparsely Vegetated,Denudational Hill Slope,261.462939,4362.544037,53A11,4200,0,0.43625440369999996,8.38103985868032,3.958587296638243,large,1,4
96,Bilaspur,76.7333,31.2855,Sparsely Vegetated,Denudational Hill Slope,162.326482,1726.494304,53A11,4201,0,0.1726494304,7.454427258386027,3.906670666595393,medium,1,4
97,Bilaspur,76.7269,31.2645,Sparsely Vegetated,Denudational Hill Slope,314.443556,5039.533925,53A11,4202,0,0.5039533924999999,8.525267292954434,4.429426631211119,large,1,4
98,Bilaspur,76.7324,31.2954,Sparsely Vegetated,Denudational Hill Slope,159.840174,1652.969014,53A11,4203,0,0.1652969014,7.410933141429919,3.931457519868451,medium,1,4
99,Bilaspur,76.7292,31.2938,Sparsely Vegetated,Denudational Hill Slope,220.306135,2900.755948,53A11,4204,0,0.2900755948,7.973071332044167,4.090449126655848,large,1,4
100,Bilaspur,76.7461,31.2775,Sparsely Vegetated,Denudational Hill Slope,49.331725,157.909931,53A11,4205,0,0.0157909931,5.068337570016409,3.9257404238117144,small,1,4
101,Bilaspur,76.7363,31.2571,Sparsely Vegetated,Denudational Hill Slope,95.593265,593.192227,53A11,4206,0,0.0593192227,6.387202881488888,3.9249087966774403,medium,1,4
102,Bilaspur,76.7291,31.2634,Sparsely Vegetated,Denudational Hill Slope,149.62447,1365.044251,53A11,4207,0,0.1365044251,7.219674434188765,4.049759752460294,medium,1,4
103,Bilaspur,76.7244,31.2607,Sparsely Vegetated,Denudational Hill Slope,95.131001,562.620225,53A11,4208,0,0.0562620225,6.334380664760363,4.010646608488499,medium,1,4
104,Bilaspur,76.7207,31.2581,Sparsely Vegetated,Denudational Hill Slope,114.1118,836.066931,53A11,4209,0,0.08360669309999999,6.729904032644866,3.9464811514283387,medium,1,4
105,Bilaspur,76.742,31.2825,Sparsely Vegetated,Denudational Hill Slope,110.735314,808.810667,53A11,4210,0,0.08088106669999999,6.69680047589955,3.8937019649159694,medium,1,4
106,Bilaspur,76.7385,31.2827,Sparsely Vegetated,Denudational Hill Slope,140.718045,1342.64109,53A11,4211,0,0.13426410900000002,7.203138439288975,3.8403413258113237,medium,1,4
107,Bilaspur,76.7378,31.2823,Sparsely Vegetated,Denudational Hill Slope,97.593485,599.432011,53A11,4212,0,0.059943201099999996,6.397649414460638,3.9861245169599893,medium,1,4
108,Bilaspur,76.7394,31.2811,Sparsely Vegetated,Denudational Hill Slope,138.127255,1243.806568,53A11,4213,0,0.1243806568,7.1267354297598215,3.9165435340258767,medium,1,4
109,Bilaspur,76.7405,31.2804,Sparsely Vegetated,Denudational Hill Slope,105.87338,736.806888,53A11,4214,0,0.07368068879999999,6.6036821209823735,3.9004071108177434,medium,1,4
110,Bilaspur,76.7411,31.2801,Sparsely Vegetated,Denudational Hill Slope,102.297424,708.577175,53A11,4215,0,0.0708577175,6.564669264469013,3.8430064945304645,medium,1,4
111,Bilaspur,76.7416,31.2799,Sparsely Vegetated,Denudational Hill Slope,99.007414,658.429967,53A11,4216,0,0.0658429967,6.4913757754648715,3.8584504097117804,medium,1,4
112,Bilaspur,76.7434,31.2779,Sparsely Vegetated,Denudational Hill Slope,119.501968,976.214553,53A11,4217,0,0.0976214553,6.884706231822836,3.8247444105756396,medium,1,4
113,Bilaspur,76.744,31.2769,Sparsely Vegetated,Denudational Hill Slope,114.056048,863.035655,53A11,4218,0,0.0863035655,6.761614035313692,3.8824328253796687,medium,1,4
114,Bilaspur,76.7449,31.2758,Sparsely Vegetated,Denudational Hill Slope,83.730056,449.252419,53A11,4219,0,0.044925241899999996,6.109808356612427,3.950355401556373,small,1,4
115,Bilaspur,76.7485,31.2802,Sparsely Vegetated,Denudational Hill Slope,103.258209,691.847223,53A11,4220,0,0.0691847223,6.540809517454134,3.9257215044004634,medium,1,4
116,Bilaspur,76.7289,31.3681,Thick Vegetation,Lowly Dissected Hill,160.569845,1591.34199,53A11,4221,0,0.15913419899999998,7.372961161173476,4.025151460903874,medium,3,1
117,Bilaspur,76.748,31.4222,Moderate Vegetation,Moderately Dissected Hill,115.753865,870.330966,53A11,4222,0,0.0870330966,6.770021888603415,3.923677309929177,medium,2,2
118,Bilaspur,76.7239,31.3553,Moderate Vegetation,Lowly Dissected Hill,183.556706,2200.004377,53A11,4223,0,0.22000043770000002,7.696669070166011,3.9134382281279345,large,2,1
119,Bilaspur,76.427,31.4053,Moderate Vegetation,Moderately Dissected Hill,303.737208,6191.25222,53A07,4224,0,0.6191252220000001,8.731054147644123,3.8601905940368546,large,2,2
120,Bilaspur,76.4222,31.4074,Sparsely Vegetated,Moderately Dissected Hill,183.29754,2159.089185,53A07,4225,0,0.2159089185,7.67790478917768,3.9447668998625085,large,1,2
121,Bilaspur,76.4237,31.4067,Sparsely Vegetated,Moderately Dissected Hill,198.945462,2582.695437,53A07,4226,0,0.2582695437,7.8569759930177945,3.9146905691861,large,1,2
122,Bilaspur,76.6961,31.4066,Moderate Vegetation,Lowly Dissected Hill,158.446121,1633.983867,53A11,4227,0,0.16339838669999998,7.399388216004384,3.919744228732679,medium,2,1
123,Bilaspur,76.726,31.4729,Thick Vegetation,Lowly Dissected Hill,160.71306,1618.21158,53A11,4228,0,0.161821158,7.389694630747415,3.99515393808789,medium,3,1
124,Bilaspur,76.1821,31.4357,Moderate Vegetation,Lowly Dissected Hill,51.897517,171.108598,53A06,4229,0,0.0171108598,5.148125661295541,3.9674427022936882,small,2,1
125,Bilaspur,76.1595,31.4474,Moderate Vegetation,Lowly Dissected Hill,73.626964,280.859129,53A06,4230,0,0.0280859129,5.641407403571973,4.393317804062069,small,2,1
126,Bilaspur,76.1591,31.4472,Moderate Vegetation,Lowly Dissected Hill,31.646349,58.775219,53A06,4231,0,0.0058775219,4.090591177076698,4.127874502699922,small,2,1
127,Bilaspur,76.1592,31.4472,Moderate Vegetation,Lowly Dissected Hill,38.608154,97.645411,53A06,4232,0,0.0097645411,4.591531713393724,3.9070873251100213,small,2,1
128,Bilaspur,76.1503,31.4717,Moderate Vegetation,Lowly Dissected Hill,85.748846,432.412617,53A06,4233,0,0.0432412617,6.071690200353649,4.12362444402817,small,2,1
129,Bilaspur,76.3018,31.5346,Moderate Vegetation,Lowly Dissected Hill,177.514189,2132.221726,53A06,4234,0,0.2132221726,7.665388663373627,3.8442966266721923,large,2,1
130,Bilaspur,76.3019,31.5367,Moderate Vegetation,Lowly Dissected Hill,271.610137,4882.263733,53A06,4235,0,0.48822637329999996,8.493569073047547,3.8871863118219454,large,2,1
131,Bilaspur,76.3063,31.5319,Moderate Vegetation,Lowly Dissected Hill,255.066135,4214.317979,53A06,4236,0,0.4214317979,8.346480307448164,3.929064433215073,large,2,1
132,Bilaspur,76.274,31.5424,Moderate Vegetation,Lowly Dissected Hill,177.091933,1929.823396,53A06,4237,0,0.1929823396,7.56570182097002,4.031252439425041,medium,2,1
133,Bilaspur,76.3054,31.5331,Moderate Vegetation,Lowly Dissected Hill,140.791944,1050.693614,53A06,4238,0,0.1050693614,6.958157109433762,4.343499333483116,medium,2,1
134,Bilaspur,76.7304,31.3702,Thick Vegetation,Lowly Dissected Hill,110.853756,738.705737,53A11,4239,0,0.0738705737,6.60625245441071,4.078633450421402,medium,3,1
135,Bilaspur,76.7262,31.4675,Thick Vegetation,Moderately Dissected Hill,114.932319,773.792497,53A11,4240,0,0.0773792497,6.6525952476965875,4.131710772029268,medium,3,2
136,Bilaspur,76.7265,31.4772,Thick Vegetation,Lowly Dissected Hill,135.28453,1157.404503,53A11,4241,0,0.11574045029999999,7.054798908882184,3.9765418124929663,medium,3,1
137,Bilaspur,76.7458,31.4855,Moderate Vegetation,Lowly Dissected Hill,143.674262,1271.87328,53A11,4242,0,0.127187328,7.149032049219189,4.028626945693328,medium,2,1
138,Bilaspur,76.6917,31.262,Sparsely Vegetated,Lowly Dissected Hill,170.052905,1923.828906,53A11,4243,0,0.1923828906,7.562592362771824,3.877044916434508,medium,1,1
139,Bilaspur,76.6829,31.2519,Sparsely Vegetated,Lowly Dissected Hill,464.354193,13179.05449,53A11,4244,0,1.317905449,9.486459942342337,4.044894927941967,very_large,1,1
140,Bilaspur,76.6977,31.2743,Sparsely Vegetated,Lowly Dissected Hill,534.689632,19634.58201,53A11,4245,0,1.963458201,9.885098608029393,3.8158468230288265,very_large,1,1
141,Bilaspur,76.7268,31.2939,Sparsely Vegetated,Lowly Dissected Hill,165.93349,1519.087079,53A11,4246,0,0.1519087079,7.32652290101517,4.257382912368181,medium,1,1
142,Bilaspur,76.3505,31.5976,Moderate Vegetation,Lowly Dissected Hill,301.321071,4827.970164,53A06,4247,0,0.48279701640000006,8.482388507349588,4.336578512881689,large,2,1
143,Bilaspur,76.351,31.5965,Moderate Vegetation,Lowly Dissected Hill,248.479333,3413.470816,53A06,4248,0,0.3413470816,8.135777801285982,4.252968592497708,large,2,1
144,Bilaspur,76.3516,31.5954,Moderate Vegetation,Lowly Dissected Hill,189.310387,2228.710931,53A06,4249,0,0.2228710931,7.709627228697553,4.010029538706655,large,2,1
145,Bilaspur,76.2736,31.575,Moderate Vegetation,Lowly Dissected Hill,221.350399,2747.783899,53A06,4250,0,0.2747783899,7.918913874307705,4.222688271174174,large,2,1
146,Bilaspur,76.2758,31.5729,Moderate Vegetation,Lowly Dissected Hill,202.112872,2654.341429,53A06,4251,0,0.2654341429,7.88432852390137,3.9229753621191468,large,2,1
147,Bilaspur,76.2802,31.5476,Moderate Vegetation,Lowly Dissected Hill,175.524989,1918.230462,53A06,4252,0,0.19182304619999999,7.559679583637955,4.007638709558619,medium,2,1
148,Bilaspur,76.329,31.5919,Moderate Vegetation,Lowly Dissected Hill,317.830011,6645.225112,53A06,4253,0,0.6645225112,8.801804320143491,3.8988816652465417,large,2,1
149,Bilaspur,76.3363,31.5914,Moderate Vegetation,Lowly Dissected Hill,220.311854,2994.182233,53A06,4254,0,0.2994182233,8.004760354441428,4.02623157811262,large,2,1
150,Bilaspur,76.2687,31.5763,Moderate Vegetation,Lowly Dissected Hill,382.78259,9243.469537,53A06,4255,0,0.9243469537000001,9.131780763808338,3.9813895251538356,large,2,1
151,Bilaspur,76.2892,31.5561,Moderate Vegetation,Lowly Dissected Hill,362.32408,8545.76085,53A06,4256,0,0.854576085,9.053307642196573,3.9194202363281145,large,2,1
